Commercial_Code,Service_Industry_Name,Administrative_District,Deposit_Amount,Monthly_Rent,Workplace,Resident,Male,Female,Monthly_Average_Sales,Age_Group_10s,Age_Group_20s,Age_Group_30s,Age_Group_40s,Age_Group_50s,Age_Group_60s
3110473,중식음식점,은평구,3100,6,4.4,95.6,43.22,56.78,1096,0,0,0,0,1,0
3110473,치킨전문점,은평구,2514,11,4.4,95.6,43.22,56.78,391,0,0,0,0,1,0
3110473,커피-음료,은평구,3000,7,4.4,95.6,43.22,56.78,98,0,1,0,0,0,0
3110473,패스트푸드점,은평구,4000,10,4.4,95.6,43.22,56.78,9453,0,0,0,0,1,0
3110473,한식음식점,은평구,3779,11,4.4,95.6,43.22,56.78,21877,0,0,0,0,1,1
3110474,한식음식점,은평구,3779,11,2.47,97.53,47.19,52.81,3423,0,0,0,0,0,1
3110475,치킨전문점,은평구,2514,11,7.02,92.98,44.53,55.47,880,0,0,0,0,1,0
3110475,커피-음료,은평구,3000,7,7.02,92.98,44.53,55.47,3060,0,0,1,0,0,0
3110475,한식음식점,은평구,3779,11,7.02,92.98,44.53,55.47,8517,0,0,0,0,1,0
3110475,호프-간이주점,은평구,4191,9,7.02,92.98,44.53,55.47,4749,0,0,0,0,0,1
3110476,분식전문점,은평구,2115,9,4.27,95.73,47.16,52.84,150,0,0,0,1,0,0
3110476,한식음식점,은평구,3779,11,4.27,95.73,47.16,52.84,2221,0,0,0,1,0,0
3110477,커피-음료,은평구,3000,7,12.27,87.73,43.44,56.56,1776,0,0,0,0,1,0
3110477,한식음식점,은평구,3779,11,12.27,87.73,43.44,56.56,54666,0,0,1,1,1,1
3110477,호프-간이주점,은평구,4191,9,12.27,87.73,43.44,56.56,4775,0,0,0,0,0,1
3110478,분식전문점,은평구,2115,9,9.78,90.22,43.88,56.12,868,0,0,0,0,1,0
3110478,치킨전문점,은평구,2514,11,9.78,90.22,43.88,56.12,391,0,0,0,1,0,0
3110478,한식음식점,은평구,3779,11,9.78,90.22,43.88,56.12,35228,0,0,0,1,1,1
3110479,커피-음료,은평구,3000,7,7.9,92.1,45.9,54.1,976,0,0,0,0,1,0
3110479,한식음식점,은평구,3779,11,7.9,92.1,45.9,54.1,61415,0,0,0,1,1,1
3110480,분식전문점,은평구,2115,9,4.86,95.14,44.99,55.01,310,0,0,0,0,1,0
3110480,한식음식점,은평구,3779,11,4.86,95.14,44.99,55.01,3515,0,0,0,0,1,0
3110481,분식전문점,은평구,2115,9,5.79,94.21,44.98,55.02,4839,0,0,0,0,1,0
3110481,커피-음료,은평구,3000,7,5.79,94.21,44.98,55.02,1295,0,0,1,0,0,0
3110481,한식음식점,은평구,3779,11,5.79,94.21,44.98,55.02,39015,0,0,1,1,1,1
3110481,호프-간이주점,은평구,4191,9,5.79,94.21,44.98,55.02,2195,0,0,0,0,0,1
3110482,한식음식점,은평구,3779,11,0.58,99.42,45.76,54.24,5940,0,0,0,0,1,0
3110483,한식음식점,은평구,3779,11,3.49,96.51,46.73,53.27,4188,0,0,0,0,1,0
3110484,커피-음료,은평구,3000,7,5.81,94.19,43.11,56.89,408,0,0,0,1,0,0
3110484,한식음식점,은평구,3779,11,5.81,94.19,43.11,56.89,25875,0,0,0,1,1,1
3110485,분식전문점,은평구,2115,9,32.06,67.94,43.89,56.11,500,0,0,0,0,1,0
3110485,커피-음료,은평구,3000,7,32.06,67.94,43.89,56.11,491,0,0,1,0,0,0
3110485,한식음식점,은평구,3779,11,32.06,67.94,43.89,56.11,15177,0,0,0,0,1,1
3110485,호프-간이주점,은평구,4191,9,32.06,67.94,43.89,56.11,32,0,0,0,0,1,0
3110486,분식전문점,은평구,2115,9,20.02,79.98,45.3,54.7,6560,0,0,0,1,0,0
3110486,일식음식점,은평구,4591,11,20.02,79.98,45.3,54.7,9505,0,0,0,0,1,0
3110486,치킨전문점,은평구,2514,11,20.02,79.98,45.3,54.7,2293,0,0,0,1,0,0
3110486,커피-음료,은평구,3000,7,20.02,79.98,45.3,54.7,6481,0,0,1,0,0,0
3110486,한식음식점,은평구,3779,11,20.02,79.98,45.3,54.7,108482,1,1,1,1,1,1
3110486,호프-간이주점,은평구,4191,9,20.02,79.98,45.3,54.7,16953,1,0,1,0,0,0
3110487,분식전문점,은평구,2115,9,16.94,83.06,43.32,56.68,13005,0,0,0,0,1,0
3110487,커피-음료,은평구,3000,7,16.94,83.06,43.32,56.68,2393,0,0,1,0,0,0
3110487,한식음식점,은평구,3779,11,16.94,83.06,43.32,56.68,37693,0,0,0,1,1,1
3110488,커피-음료,은평구,3000,7,5.29,94.71,44.92,55.08,593,0,0,1,0,0,0
3110488,패스트푸드점,은평구,4000,10,5.29,94.71,44.92,55.08,5487,0,0,0,1,0,0
3110488,한식음식점,은평구,3779,11,5.29,94.71,44.92,55.08,7198,0,0,0,1,0,0
3110489,한식음식점,은평구,3779,11,2.46,97.54,44.73,55.27,12059,0,0,0,0,1,0
3110490,한식음식점,은평구,3779,11,5.72,94.28,43.82,56.18,4054,0,0,0,0,1,0
3110491,한식음식점,은평구,3779,11,2.97,97.03,44.69,55.31,2108,0,0,0,0,1,0
3110492,커피-음료,은평구,3000,7,35.43,64.57,43.94,56.06,6428,0,0,1,0,0,0
3110493,분식전문점,서대문구,1967,11,39.39,60.61,46.47,53.53,440,0,0,0,1,0,0
3110493,한식음식점,서대문구,2181,6,39.39,60.61,46.47,53.53,1774,0,0,0,0,0,1
3110495,분식전문점,서대문구,1967,11,7.35,92.65,45.63,54.37,3048,0,0,0,1,0,0
3110495,양식음식점,서대문구,2360,9,7.35,92.65,45.63,54.37,5519,0,0,1,0,0,0
3110495,중식음식점,서대문구,2667,8,7.35,92.65,45.63,54.37,9209,0,0,0,1,0,0
3110495,치킨전문점,서대문구,2250,11,7.35,92.65,45.63,54.37,1954,0,0,0,0,1,0
3110495,커피-음료,서대문구,2333,8,7.35,92.65,45.63,54.37,2191,0,0,0,1,0,0
3110495,한식음식점,서대문구,2181,6,7.35,92.65,45.63,54.37,117050,1,1,1,1,1,1
3110495,호프-간이주점,서대문구,2200,6,7.35,92.65,45.63,54.37,395,0,0,0,0,0,1
3110496,분식전문점,서대문구,1967,11,22.61,77.39,44.56,55.44,952,0,0,0,0,1,0
3110496,치킨전문점,서대문구,2250,11,22.61,77.39,44.56,55.44,1981,0,0,0,1,0,0
3110496,커피-음료,서대문구,2333,8,22.61,77.39,44.56,55.44,4348,0,0,0,1,0,0
3110496,한식음식점,서대문구,2181,6,22.61,77.39,44.56,55.44,25394,0,0,0,1,1,1
3110496,호프-간이주점,서대문구,2200,6,22.61,77.39,44.56,55.44,5726,0,0,0,0,0,1
3110497,한식음식점,서대문구,2181,6,69.68,30.32,45.71,54.29,4501,0,0,0,0,1,0
3110497,호프-간이주점,서대문구,2200,6,69.68,30.32,45.71,54.29,580,0,0,0,0,1,0
3110498,커피-음료,서대문구,2333,8,5.98,94.02,46.49,53.51,2323,0,0,1,0,0,0
3110498,한식음식점,서대문구,2181,6,5.98,94.02,46.49,53.51,54050,0,1,1,1,1,1
3110498,호프-간이주점,서대문구,2200,6,5.98,94.02,46.49,53.51,1565,0,0,1,0,0,0
3110499,치킨전문점,서대문구,2250,11,4.07,95.93,45.16,54.84,861,0,0,0,1,0,0
3110499,커피-음료,서대문구,2333,8,4.07,95.93,45.16,54.84,174,0,0,0,0,1,0
3110499,한식음식점,서대문구,2181,6,4.07,95.93,45.16,54.84,3775,0,0,0,0,1,0
3110500,한식음식점,서대문구,2181,6,9.09,90.91,44.84,55.16,2342,0,0,0,1,0,0
3110502,분식전문점,서대문구,1967,11,7.03,92.97,45.49,54.51,55,0,0,0,1,0,0
3110502,일식음식점,서대문구,4667,12,7.03,92.97,45.49,54.51,905,0,0,0,0,1,0
3110502,중식음식점,서대문구,2667,8,7.03,92.97,45.49,54.51,11876,0,0,0,1,0,0
3110502,치킨전문점,서대문구,2250,11,7.03,92.97,45.49,54.51,5119,0,0,0,1,0,0
3110502,커피-음료,서대문구,2333,8,7.03,92.97,45.49,54.51,734,0,0,1,0,0,0
3110502,한식음식점,서대문구,2181,6,7.03,92.97,45.49,54.51,64290,0,0,1,1,1,1
3110503,분식전문점,서대문구,1967,11,4.31,95.69,45.67,54.33,16139,1,1,0,0,0,0
3110503,양식음식점,서대문구,2360,9,4.31,95.69,45.67,54.33,725,0,0,0,0,1,0
3110503,일식음식점,서대문구,4667,12,4.31,95.69,45.67,54.33,2532,0,1,0,0,0,0
3110503,중식음식점,서대문구,2667,8,4.31,95.69,45.67,54.33,354,0,0,0,1,0,0
3110503,치킨전문점,서대문구,2250,11,4.31,95.69,45.67,54.33,1448,0,0,0,0,1,0
3110503,커피-음료,서대문구,2333,8,4.31,95.69,45.67,54.33,9858,1,1,0,0,0,0
3110503,패스트푸드점,서대문구,5750,19,4.31,95.69,45.67,54.33,886,0,0,0,1,0,0
3110503,한식음식점,서대문구,2181,6,4.31,95.69,45.67,54.33,39429,1,1,0,1,1,0
3110503,호프-간이주점,서대문구,2200,6,4.31,95.69,45.67,54.33,3736,0,1,0,0,0,0
3110505,한식음식점,서대문구,2181,6,6.67,93.33,45.03,54.97,7888,0,0,0,0,1,0
3110506,한식음식점,서대문구,2181,6,16.51,83.49,45.92,54.08,129,0,0,0,1,0,0
3110507,분식전문점,서대문구,1967,11,18.96,81.04,45.29,54.71,9089,0,0,0,1,0,0
3110507,양식음식점,서대문구,2360,9,18.96,81.04,45.29,54.71,4163,0,1,0,0,0,0
3110507,일식음식점,서대문구,4667,12,18.96,81.04,45.29,54.71,1185,0,0,0,1,0,0
3110507,중식음식점,서대문구,2667,8,18.96,81.04,45.29,54.71,3083,0,0,0,1,0,0
3110507,치킨전문점,서대문구,2250,11,18.96,81.04,45.29,54.71,10113,0,0,0,0,1,0
3110507,커피-음료,서대문구,2333,8,18.96,81.04,45.29,54.71,12935,1,1,0,0,0,0
3110507,패스트푸드점,서대문구,5750,19,18.96,81.04,45.29,54.71,27044,1,1,0,1,1,0
3110507,한식음식점,서대문구,2181,6,18.96,81.04,45.29,54.71,71031,1,1,1,1,1,1
3110507,호프-간이주점,서대문구,2200,6,18.96,81.04,45.29,54.71,10266,1,1,0,0,0,0
3110508,분식전문점,서대문구,1967,11,30.43,69.57,44.22,55.78,13907,0,0,0,1,0,0
3110508,커피-음료,서대문구,2333,8,30.43,69.57,44.22,55.78,6741,0,0,1,0,0,0
3110508,한식음식점,서대문구,2181,6,30.43,69.57,44.22,55.78,360,0,0,0,1,0,0
3110509,분식전문점,서대문구,1967,11,9.59,90.41,42.94,57.06,508,0,1,0,0,0,0
3110509,양식음식점,서대문구,2360,9,9.59,90.41,42.94,57.06,1070,0,1,0,0,0,0
3110509,치킨전문점,서대문구,2250,11,9.59,90.41,42.94,57.06,2271,0,1,0,0,0,0
3110509,커피-음료,서대문구,2333,8,9.59,90.41,42.94,57.06,14728,1,1,0,0,0,0
3110509,패스트푸드점,서대문구,5750,19,9.59,90.41,42.94,57.06,4417,0,1,0,0,0,0
3110509,한식음식점,서대문구,2181,6,9.59,90.41,42.94,57.06,47880,1,0,0,0,1,1
3110510,분식전문점,서대문구,1967,11,8.03,91.97,46.64,53.36,463,0,0,0,0,1,0
3110510,한식음식점,서대문구,2181,6,8.03,91.97,46.64,53.36,8008,0,0,0,0,1,0
3110510,호프-간이주점,서대문구,2200,6,8.03,91.97,46.64,53.36,2924,0,0,0,0,0,1
3110511,분식전문점,서대문구,1967,11,38.81,61.19,51.02,48.98,1666,0,1,0,0,0,0
3110511,커피-음료,서대문구,2333,8,38.81,61.19,51.02,48.98,2709,0,1,0,0,0,0
3110511,한식음식점,서대문구,2181,6,38.81,61.19,51.02,48.98,781,0,1,0,0,0,0
3110513,양식음식점,서대문구,2360,9,31.21,68.79,44.37,55.63,4364,0,0,1,0,0,0
3110513,일식음식점,서대문구,4667,12,31.21,68.79,44.37,55.63,9111,0,0,0,0,1,0
3110513,중식음식점,서대문구,2667,8,31.21,68.79,44.37,55.63,10500,0,0,0,0,1,0
3110513,커피-음료,서대문구,2333,8,31.21,68.79,44.37,55.63,1102,0,0,0,0,1,0
3110513,한식음식점,서대문구,2181,6,31.21,68.79,44.37,55.63,33149,0,0,1,1,1,1
3110514,분식전문점,서대문구,1967,11,3.92,96.08,47.06,52.94,162,0,1,0,0,0,0
3110514,일식음식점,서대문구,4667,12,3.92,96.08,47.06,52.94,2101,0,1,0,0,0,0
3110514,한식음식점,서대문구,2181,6,3.92,96.08,47.06,52.94,2083,0,1,0,0,0,0
3110517,커피-음료,서대문구,2333,8,49.75,50.25,46.08,53.92,542,0,0,1,0,0,0
3110517,한식음식점,서대문구,2181,6,49.75,50.25,46.08,53.92,14801,0,0,0,0,1,0
3110519,커피-음료,서대문구,2333,8,7.81,92.19,42.57,57.43,212,0,0,1,0,0,0
3110519,한식음식점,서대문구,2181,6,7.81,92.19,42.57,57.43,18195,0,0,0,0,1,1
3110520,분식전문점,서대문구,1967,11,6.47,93.53,39.27,60.73,1722,0,1,0,0,0,0
3110520,커피-음료,서대문구,2333,8,6.47,93.53,39.27,60.73,713,0,1,0,0,0,0
3110520,한식음식점,서대문구,2181,6,6.47,93.53,39.27,60.73,76977,1,1,1,1,1,0
3110521,양식음식점,서대문구,2360,9,6.42,93.58,42.9,57.1,60,0,0,0,0,0,1
3110521,한식음식점,서대문구,2181,6,6.42,93.58,42.9,57.1,51932,1,1,1,1,1,1
3110521,호프-간이주점,서대문구,2200,6,6.42,93.58,42.9,57.1,562,0,0,0,0,1,0
3110522,커피-음료,서대문구,2333,8,3.23,96.77,45.22,54.78,174,0,0,0,0,1,0
3110522,한식음식점,서대문구,2181,6,3.23,96.77,45.22,54.78,1263,0,1,0,0,0,0
3110524,분식전문점,서대문구,1967,11,18.28,81.72,43.37,56.63,4506,1,1,0,0,0,0
3110524,양식음식점,서대문구,2360,9,18.28,81.72,43.37,56.63,8696,0,0,0,0,1,0
3110524,커피-음료,서대문구,2333,8,18.28,81.72,43.37,56.63,9789,0,1,0,0,0,0
3110524,패스트푸드점,서대문구,5750,19,18.28,81.72,43.37,56.63,26378,0,1,0,0,0,0
3110524,한식음식점,서대문구,2181,6,18.28,81.72,43.37,56.63,24926,0,0,0,0,1,0
3110525,분식전문점,서대문구,1967,11,10.05,89.95,44.42,55.58,2180,0,0,0,1,0,0
3110525,커피-음료,서대문구,2333,8,10.05,89.95,44.42,55.58,4248,0,0,1,0,0,0
3110525,패스트푸드점,서대문구,5750,19,10.05,89.95,44.42,55.58,114,0,0,0,0,1,0
3110525,한식음식점,서대문구,2181,6,10.05,89.95,44.42,55.58,4860,0,0,0,0,1,0
3110525,호프-간이주점,서대문구,2200,6,10.05,89.95,44.42,55.58,401,0,0,0,0,1,0
3110526,한식음식점,서대문구,2181,6,15.12,84.88,37.76,62.24,27246,0,0,0,0,1,0
3110527,일식음식점,서대문구,4667,12,8.93,91.07,43.2,56.8,1741,0,0,0,0,1,0
3110527,커피-음료,서대문구,2333,8,8.93,91.07,43.2,56.8,184,0,0,0,0,1,0
3110527,한식음식점,서대문구,2181,6,8.93,91.07,43.2,56.8,12529,0,0,0,0,1,0
3110528,분식전문점,서대문구,1967,11,17.79,82.21,46.83,53.17,2129,0,0,0,0,1,0
3110528,일식음식점,서대문구,4667,12,17.79,82.21,46.83,53.17,2021,0,0,0,0,1,0
3110528,커피-음료,서대문구,2333,8,17.79,82.21,46.83,53.17,2993,0,0,0,1,0,0
3110528,패스트푸드점,서대문구,5750,19,17.79,82.21,46.83,53.17,1491,0,0,0,0,1,0
3110528,한식음식점,서대문구,2181,6,17.79,82.21,46.83,53.17,8963,0,0,0,0,1,0
3110529,분식전문점,서대문구,1967,11,3.45,96.55,45.78,54.22,1389,0,0,1,0,0,0
3110529,치킨전문점,서대문구,2250,11,3.45,96.55,45.78,54.22,4295,0,0,0,0,1,0
3110529,커피-음료,서대문구,2333,8,3.45,96.55,45.78,54.22,984,0,1,0,0,0,0
3110529,한식음식점,서대문구,2181,6,3.45,96.55,45.78,54.22,25366,0,0,0,1,1,1
3110529,호프-간이주점,서대문구,2200,6,3.45,96.55,45.78,54.22,5382,0,0,1,0,0,0
3110530,한식음식점,서대문구,2181,6,12.37,87.63,45.05,54.95,11085,0,0,0,0,0,1
3110532,치킨전문점,서대문구,2250,11,13.54,86.46,48.31,51.69,4629,0,0,0,0,1,0
3110532,한식음식점,서대문구,2181,6,13.54,86.46,48.31,51.69,13024,0,0,0,0,1,1
3110532,호프-간이주점,서대문구,2200,6,13.54,86.46,48.31,51.69,642,0,0,0,0,0,1
3110534,한식음식점,서대문구,2181,6,8.68,91.32,47.95,52.05,225,0,0,0,0,1,0
3110535,한식음식점,서대문구,2181,6,26.78,73.22,46.3,53.7,9262,0,0,0,0,1,0
3110536,한식음식점,서대문구,2181,6,16.67,83.33,49.55,50.45,6497,0,0,0,0,1,0
3110537,커피-음료,서대문구,2333,8,60.72,39.28,49.39,50.61,2829,0,0,1,0,0,0
3110537,한식음식점,서대문구,2181,6,60.72,39.28,49.39,50.61,21340,0,0,0,0,1,0
3110538,양식음식점,서대문구,2360,9,41.78,58.22,48.23,51.77,115,0,0,0,0,0,1
3110538,한식음식점,서대문구,2181,6,41.78,58.22,48.23,51.77,38690,0,0,1,1,1,0
3110539,양식음식점,서대문구,2360,9,85.56,14.44,52.1,47.9,4669,0,0,0,0,1,0
3110539,일식음식점,서대문구,4667,12,85.56,14.44,52.1,47.9,6796,0,0,0,0,1,0
3110539,커피-음료,서대문구,2333,8,85.56,14.44,52.1,47.9,3347,0,0,1,0,0,0
3110539,한식음식점,서대문구,2181,6,85.56,14.44,52.1,47.9,98243,0,1,1,1,1,1
3110540,한식음식점,마포구,3087,13,7.6,92.4,48.07,51.93,5665,0,0,1,0,0,0
3110541,분식전문점,마포구,2182,11,7.05,92.95,44.95,55.05,4339,0,0,0,1,0,0
3110541,커피-음료,마포구,2821,11,7.05,92.95,44.95,55.05,1583,0,0,1,0,0,0
3110541,패스트푸드점,마포구,2500,13,7.05,92.95,44.95,55.05,679,0,0,0,1,0,0
3110541,한식음식점,마포구,3087,13,7.05,92.95,44.95,55.05,17954,0,1,0,0,0,0
3110542,중식음식점,마포구,3583,8,42.95,57.05,45.83,54.17,7426,0,0,0,1,0,0
3110542,치킨전문점,마포구,2389,11,42.95,57.05,45.83,54.17,5443,0,0,0,1,0,0
3110542,커피-음료,마포구,2821,11,42.95,57.05,45.83,54.17,7903,0,0,1,0,0,0
3110542,패스트푸드점,마포구,2500,13,42.95,57.05,45.83,54.17,19722,0,0,0,1,0,0
3110542,한식음식점,마포구,3087,13,42.95,57.05,45.83,54.17,14840,0,0,0,0,1,0
3110543,커피-음료,마포구,2821,11,3.42,96.58,46.9,53.1,277,0,0,0,1,0,0
3110544,분식전문점,마포구,2182,11,8.46,91.54,43.54,56.46,13545,0,1,0,0,0,0
3110544,양식음식점,마포구,2045,13,8.46,91.54,43.54,56.46,29043,0,1,1,0,0,0
3110544,중식음식점,마포구,3583,8,8.46,91.54,43.54,56.46,1509,0,0,1,0,0,0
3110544,치킨전문점,마포구,2389,11,8.46,91.54,43.54,56.46,6291,0,0,0,1,0,0
3110544,커피-음료,마포구,2821,11,8.46,91.54,43.54,56.46,42212,1,1,1,1,0,0
3110544,패스트푸드점,마포구,2500,13,8.46,91.54,43.54,56.46,3530,0,0,1,0,0,0
3110544,한식음식점,마포구,3087,13,8.46,91.54,43.54,56.46,203228,1,1,1,1,1,1
3110544,호프-간이주점,마포구,2521,11,8.46,91.54,43.54,56.46,7033,0,0,1,0,0,0
3110545,분식전문점,마포구,2182,11,15.06,84.94,41.38,58.62,10022,0,0,0,1,0,0
3110545,일식음식점,마포구,4000,15,15.06,84.94,41.38,58.62,15218,0,0,1,0,0,0
3110545,중식음식점,마포구,3583,8,15.06,84.94,41.38,58.62,1060,0,0,0,1,0,0
3110545,커피-음료,마포구,2821,11,15.06,84.94,41.38,58.62,15017,0,0,1,0,0,0
3110545,한식음식점,마포구,3087,13,15.06,84.94,41.38,58.62,51073,0,1,1,1,1,1
3110545,호프-간이주점,마포구,2521,11,15.06,84.94,41.38,58.62,1207,0,0,1,0,0,0
3110546,커피-음료,마포구,2821,11,21.48,78.52,44.58,55.42,2395,1,1,0,0,0,0
3110546,한식음식점,마포구,3087,13,21.48,78.52,44.58,55.42,5381,0,0,1,0,0,0
3110547,분식전문점,마포구,2182,11,9.94,90.06,43.53,56.47,3289,0,0,0,1,0,0
3110547,치킨전문점,마포구,2389,11,9.94,90.06,43.53,56.47,2335,0,0,0,0,1,0
3110547,커피-음료,마포구,2821,11,9.94,90.06,43.53,56.47,5004,0,0,0,1,0,0
3110547,한식음식점,마포구,3087,13,9.94,90.06,43.53,56.47,68613,0,1,1,1,1,1
3110547,호프-간이주점,마포구,2521,11,9.94,90.06,43.53,56.47,2874,0,0,1,0,0,0
3110548,커피-음료,마포구,2821,11,22.46,77.54,46.23,53.77,5096,0,0,1,0,0,0
3110548,한식음식점,마포구,3087,13,22.46,77.54,46.23,53.77,38793,0,0,0,1,1,1
3110549,치킨전문점,마포구,2389,11,11.84,88.16,44.34,55.66,215,0,0,0,1,0,0
3110549,한식음식점,마포구,3087,13,11.84,88.16,44.34,55.66,16739,0,0,0,0,1,0
3110550,분식전문점,마포구,2182,11,21.12,78.88,43.51,56.49,7647,0,0,1,0,0,0
3110550,양식음식점,마포구,2045,13,21.12,78.88,43.51,56.49,14981,0,1,0,0,0,0
3110550,일식음식점,마포구,4000,15,21.12,78.88,43.51,56.49,17146,0,1,1,0,0,0
3110550,중식음식점,마포구,3583,8,21.12,78.88,43.51,56.49,30216,0,1,1,0,0,0
3110550,치킨전문점,마포구,2389,11,21.12,78.88,43.51,56.49,3358,0,0,1,0,0,0
3110550,커피-음료,마포구,2821,11,21.12,78.88,43.51,56.49,8473,0,1,0,0,0,0
3110550,패스트푸드점,마포구,2500,13,21.12,78.88,43.51,56.49,3085,0,0,1,0,0,0
3110550,한식음식점,마포구,3087,13,21.12,78.88,43.51,56.49,155615,1,1,1,1,1,1
3110550,호프-간이주점,마포구,2521,11,21.12,78.88,43.51,56.49,8618,0,0,1,0,0,0
3110551,양식음식점,마포구,2045,13,16.01,83.99,44.51,55.49,1377,0,0,0,1,0,0
3110551,커피-음료,마포구,2821,11,16.01,83.99,44.51,55.49,3403,0,0,1,0,0,0
3110551,한식음식점,마포구,3087,13,16.01,83.99,44.51,55.49,23149,0,0,0,1,0,0
3110552,한식음식점,마포구,3087,13,22.25,77.75,46.06,53.94,32269,0,0,0,1,1,1
3110553,분식전문점,마포구,2182,11,7.69,92.31,45.34,54.66,531,0,0,0,1,0,0
3110553,치킨전문점,마포구,2389,11,7.69,92.31,45.34,54.66,6137,0,0,0,0,1,0
3110553,커피-음료,마포구,2821,11,7.69,92.31,45.34,54.66,643,0,0,1,0,0,0
3110553,한식음식점,마포구,3087,13,7.69,92.31,45.34,54.66,11867,0,0,0,0,1,0
3110554,분식전문점,마포구,2182,11,26.17,73.83,45.52,54.48,312,0,0,0,1,0,0
3110554,커피-음료,마포구,2821,11,26.17,73.83,45.52,54.48,6893,0,1,0,0,0,0
3110554,한식음식점,마포구,3087,13,26.17,73.83,45.52,54.48,27064,0,0,0,1,1,1
3110555,커피-음료,마포구,2821,11,52.51,47.49,44.69,55.31,680,0,0,0,1,0,0
3110555,한식음식점,마포구,3087,13,52.51,47.49,44.69,55.31,30164,0,1,1,0,0,0
3110557,분식전문점,마포구,2182,11,18.64,81.36,45.9,54.1,158,0,0,1,0,0,0
3110557,커피-음료,마포구,2821,11,18.64,81.36,45.9,54.1,3876,0,0,1,0,0,0
3110557,패스트푸드점,마포구,2500,13,18.64,81.36,45.9,54.1,4591,0,0,0,0,1,0
3110557,한식음식점,마포구,3087,13,18.64,81.36,45.9,54.1,38281,0,1,1,1,1,0
3110557,호프-간이주점,마포구,2521,11,18.64,81.36,45.9,54.1,1186,0,1,0,0,0,0
3110558,분식전문점,마포구,2182,11,21.53,78.47,46.59,53.41,1666,0,0,0,1,0,0
3110558,양식음식점,마포구,2045,13,21.53,78.47,46.59,53.41,1868,0,1,0,0,0,0
3110558,치킨전문점,마포구,2389,11,21.53,78.47,46.59,53.41,856,0,0,0,0,1,0
3110558,커피-음료,마포구,2821,11,21.53,78.47,46.59,53.41,10235,0,1,0,0,0,0
3110558,패스트푸드점,마포구,2500,13,21.53,78.47,46.59,53.41,1241,0,0,0,1,0,0
3110558,한식음식점,마포구,3087,13,21.53,78.47,46.59,53.41,153828,0,1,1,1,1,1
3110558,호프-간이주점,마포구,2521,11,21.53,78.47,46.59,53.41,629,0,0,1,0,0,0
3110559,양식음식점,마포구,2045,13,22.54,77.46,46.51,53.49,14649,0,1,0,0,0,0
3110559,일식음식점,마포구,4000,15,22.54,77.46,46.51,53.49,22309,1,1,1,0,0,0
3110559,커피-음료,마포구,2821,11,22.54,77.46,46.51,53.49,76826,1,1,1,1,1,0
3110559,한식음식점,마포구,3087,13,22.54,77.46,46.51,53.49,27991,1,1,0,0,0,1
3110559,호프-간이주점,마포구,2521,11,22.54,77.46,46.51,53.49,3963,0,0,1,0,0,0
3110560,양식음식점,마포구,2045,13,15.57,84.43,46.34,53.66,903,0,1,0,0,0,0
3110560,중식음식점,마포구,3583,8,15.57,84.43,46.34,53.66,3194,0,0,0,0,1,0
3110560,커피-음료,마포구,2821,11,15.57,84.43,46.34,53.66,379,0,1,0,0,0,0
3110560,한식음식점,마포구,3087,13,15.57,84.43,46.34,53.66,10198,0,0,0,0,1,0
3110561,양식음식점,마포구,2045,13,14.74,85.26,47.22,52.78,4963,0,0,1,0,0,0
3110561,커피-음료,마포구,2821,11,14.74,85.26,47.22,52.78,5617,0,1,0,0,0,0
3110561,한식음식점,마포구,3087,13,14.74,85.26,47.22,52.78,21112,0,1,0,0,0,0
3110561,호프-간이주점,마포구,2521,11,14.74,85.26,47.22,52.78,15470,0,1,0,0,0,0
3110562,양식음식점,마포구,2045,13,12.48,87.52,44.68,55.32,2192,0,1,0,0,0,0
3110562,일식음식점,마포구,4000,15,12.48,87.52,44.68,55.32,6609,0,1,0,0,0,0
3110562,중식음식점,마포구,3583,8,12.48,87.52,44.68,55.32,6023,0,0,1,0,0,0
3110562,커피-음료,마포구,2821,11,12.48,87.52,44.68,55.32,31434,1,1,1,0,0,0
3110562,한식음식점,마포구,3087,13,12.48,87.52,44.68,55.32,1549,0,1,0,0,0,0
3110562,호프-간이주점,마포구,2521,11,12.48,87.52,44.68,55.32,9951,0,0,1,0,0,0
3110563,한식음식점,마포구,3087,13,29.86,70.14,46.72,53.28,1522,0,0,0,1,0,0
3110564,분식전문점,마포구,2182,11,43.25,56.75,42.73,57.27,14471,1,1,0,0,0,0
3110564,양식음식점,마포구,2045,13,43.25,56.75,42.73,57.27,32881,1,1,1,0,0,0
3110564,일식음식점,마포구,4000,15,43.25,56.75,42.73,57.27,10525,1,1,0,0,0,0
3110564,중식음식점,마포구,3583,8,43.25,56.75,42.73,57.27,9470,1,1,0,0,0,0
3110564,커피-음료,마포구,2821,11,43.25,56.75,42.73,57.27,8824,1,1,0,0,0,0
3110564,패스트푸드점,마포구,2500,13,43.25,56.75,42.73,57.27,1109,0,1,0,0,0,0
3110564,한식음식점,마포구,3087,13,43.25,56.75,42.73,57.27,17473,1,1,0,0,0,0
3110564,호프-간이주점,마포구,2521,11,43.25,56.75,42.73,57.27,68856,1,1,1,1,1,0
3110565,양식음식점,마포구,2045,13,6.43,93.57,48.17,51.83,1496,0,1,0,0,0,0
3110565,커피-음료,마포구,2821,11,6.43,93.57,48.17,51.83,1138,0,1,0,0,0,0
3110565,한식음식점,마포구,3087,13,6.43,93.57,48.17,51.83,5339,1,0,1,0,0,0
